participant_id;session_id;participant_type;team_name;team_code;sport;birth_year;age_2026;gender;location;coach_interviewed;question_key;response_text;
T1_A01;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q1_Athlete;I think it would be good. Yeah, great.;
T1_A01;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q2_Athlete;Yes, I think it's a motivation because it's kind of exciting, you have something you can, what do you call it, save up for. And I think it's a great way to keep players motivated and to answer the questions.;
T1_A01;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q3_Athlete;Yeah, I think it would be alright.;
T1_A01;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q4_Athlete;Anything that, yeah, probably anything like football shoes, chin pads, t-shirts, hoodies, and just training equipment overall.;
T1_A01;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q5_Athlete;Like probably chin pads, if it's not a too worn apart football boot, it could be, what do you call it, goalie gloves, it could be anything like that.;
T1_A01;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q6_Athlete;prefer through app Yes, that would be much more comfortable.;
T1_A01;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q7_Athlete;Yeah, it'd probably feel a little weird, but I think for me it wouldn't be such a big deal. It could feel weird sometimes, but I think it's good.;
T1_A01;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q8_Athlete;Yes. ill be comfortable exchanging the goods with different people;
T1_A01;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q9_Athlete;I wouldn't care that much, but I think it's great that everybody has put in effort to it, but some people can't and can't just give away and don't have that kind of, what do you call it, they just can't. So I think I respect it either way.;
T1_A01;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q10_Athlete;Yes, I have. I've given away chin pads one time, and I've given away a couple of football shoes to my younger cousins.;
T1_A01;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q11_Athlete;Not that no one, the guy hasn't told me, but I think I have a thought that I think that was the reason because he left football because it wasn't probably great at home and stuff like that, and they didn't have the economy.;
T1_A01;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q12_Athlete;Yeah, it depends, but I think some don't have the opportunities or the money economically to buy new gear, and it's great that they could get through the app just answering questions, and I think that's a very smart idea;
T1_A01;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q13_Athlete;Yeah, I think it could be a cool idea if it's like used football shoes that the company, Welloop (digital Platform), is in and also has in the shop. It could be like chin pads and stuff like that, not too used, but just stuff overall. It could be anything, whether it's not from teammates or stuff like that.;
T1_A02;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q1_Athlete;It is really good because then the trainers can see my perspective on the training, and I'll earn tokens.;
T1_A02;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q2_Athlete;Yes, it motivates me to keep replying to the questions. And it feels like when I answer questions, I get good rewards;
T1_A02;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q3_Athlete;I think I would be comfortable, and I think many players would also be comfortable because every player has the money to buy new things.;
T1_A02;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q4_Athlete;I think also football boots, chin guards and clothes.;
T1_A02;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q5_Athlete;Like football boots are good and chin guards. Shin guards, okay.;
T1_A02;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q6_Athlete;I think at practice it would be more simpler.But there are players that are embarrassed, so the app would also be good.;
T1_A02;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q7_Athlete;No.It doesn't make any difference.;
T1_A02;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q8_Athlete;Yes, comfortable with both;
T1_A02;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q9_Athlete;then I don't care that much. I'm just glad that I could help him.;
T1_A02;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q10_Athlete;yes;
T1_A02;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q11_Athlete;Yes, I know a guy in my school.;
T1_A02;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q12_Athlete;Yes, I think that would be a reason for him to stay, because it got like, I could give him my things;
T1_A02;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q13_Athlete;"I think it would work at the start, and if the players didn't say, "" Ah, you're taking used things, and things like that, I think it would work.";
T1_A03;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q1_Athlete;I think it's good because we earn points and we can buy clothes in the app.;
T1_A03;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q2_Athlete;Like a reward;
T1_A03;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q3_Athlete;Yes, I would be comfortable;
T1_A03;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q4_Athlete;Maybe old shoes. Yes.;
T1_A03;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q5_Athlete;Maybe a Shoes, ball or something like that.;
T1_A03;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q6_Athlete;Through the app;
T1_A03;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q7_Athlete;No, it doesn't make any difference.;
T1_A03;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q8_Athlete;No, I don't think it's going to be different. comfortable with anyone;
T1_A03;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q9_Athlete;Maybe a little bit annoying. Not contributing anything to society.;
T1_A03;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q10_Athlete;Yes, I have bought;
T1_A03;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q11_Athlete;Yes. Maybe two or three;
T1_A03;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q12_Athlete;Yes.;
T1_A03;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q13_Athlete;No, I don't have any;
T1_A04;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q1_Athlete;Good. It's good.;
T1_A04;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q2_Athlete;Because then if you do that, you can have a motive to answer the questions. Nice, but I feel good that I get some questions that people ask about how my day has been or how the training was.;
T1_A04;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q3_Athlete;Yes.If there's no fault;
T1_A04;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q4_Athlete;Like old shoes, maybe that are so too little, or maybe chin pads that you don't use anymore because they're too small or too big.;
T1_A04;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q5_Athlete;like you have chin pads and maybe like grip socks. Okay.;
T1_A04;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q6_Athlete;Through the app.;
T1_A04;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q7_Athlete;Yeah, it would feel different? Because, like through the app, I think like you have some time to think, and like in person, you maybe don't know what to say;
T1_A04;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q8_Athlete;With the person I know, because if you don't know them, the other people, you may think they have disgusting habits, and you don't want to use that after someone.;
T1_A04;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q9_Athlete;Like it depends because maybe the person doesn't have the money to like give something. But if they got the money and like, you know, have the opportunity and they don't do it, I would like to get a little bit upset. But because like, why would I give something and no one gives back?;
T1_A04;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q10_Athlete;Yeah, my chin pads, my old shin pads. Okay.;
T1_A04;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q11_Athlete;No, I don't know.;
T1_A04;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q12_Athlete;Yeah, of course, because like not everyone gets the opportunity to play the sport because it costs a bit of money. But other than that, yeah.;
T1_A04;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q13_Athlete;Yeah, I think it would work because, like, I think the people who don't use the things, I think they would be happy to give it to someone who could not play the sport because of that gear. So yeah, I think that.;
T1_A05;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q1_Athlete;It would be good.;
T1_A05;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q2_Athlete;It's more motivating. Like that way the player will use the app more.;
T1_A05;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q3_Athlete;Yeah, I would be comfortable;
T1_A05;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q4_Athlete;chin pads. Yeah;
T1_A05;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q5_Athlete;Yes, Chin pads.;
T1_A05;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q6_Athlete;I would say through the app.;
T1_A05;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q7_Athlete;No. I mean, I wouldn't feel different.;
T1_A05;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q8_Athlete;I would be comfortable.If it helps them. Any of them is fine.;
T1_A05;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q9_Athlete;I mean... Okay. No issue.;
T1_A05;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q10_Athlete;Some shoes, Sports shoes.;
T1_A05;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q11_Athlete;No.;
T1_A05;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q12_Athlete;Yeah. It would help them;
T1_A05;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q13_Athlete;Yes, it will make people show up more.;
T1_A06;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q1_Athlete;Yeah, I feel good because Welloop asked me how I feel, and that makes me happy after the training. Someone asked me how I feel after the training.;
T1_A06;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q2_Athlete;Yeah, it feels like they tell me never to give up.;
T1_A06;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q3_Athlete;Yes,;
T1_A06;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q4_Athlete;anything if it's in a good condition;
T1_A06;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q5_Athlete;like maybe a bag.;
T1_A06;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q6_Athlete;Training, maybe. Training, practice session. Yeah, practice;
T1_A06;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q7_Athlete;No;
T1_A06;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q8_Athlete;I think the people I know.;
T1_A06;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q9_Athlete;I don't know, actually. Like, I don't have something to feel about like that.;
T1_A06;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q10_Athlete;Yeah, I sold. Yeah, I sold. Okay.But when it was of good quality;
T1_A06;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q11_Athlete;My home country, but not right here.;
T1_A06;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q12_Athlete;Yeah, like, yeah, I think so. Yeah, it will help them to play sports more. If they are good. Yeah, obviously.;
T1_A06;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q13_Athlete;Yeah.To like, to not throw the old boots. Like, maybe give them to someone else to help them. If it's good quality and you won't throw it, like, something like that.;
T1_A07;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q1_Athlete;I would feel better, and it's easier to explain myself and tell my trainers how I feel. I feel like you're more energized and more hype because then I can tell my trainer before the training how I'm feeling and after how I'm feeling, like before the training? I might not feel as good but after the training, I might feel even better,;
T1_A07;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q2_Athlete;it makes me feel more motivated, it makes us feel rewarded somehow and more What's called more productive, okay;
T1_A07;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q3_Athlete;Yes, that would be actually a good way from recycling and reusing, since our Environment is now based mostly on buying more and throwing away what's good and usable, and that is good for us, since not everyone on the team may have a good economy, and since our teammates, we can give each other stuff;
T1_A07;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q4_Athlete;my shoes like my old shoes that I don't fit in anymore and my Old jersey since it's always nice to give away;
T1_A07;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q5_Athlete;like shoes, jerseys, or something like that, since chin guards are not so Sanitary or more hygienic to reuse since you sweat into them, but shoes and other equipment should work nicely.;
T1_A07;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q6_Athlete;Through app since it's maybe the person doesn't feel comfortable seeing other people Knowing that I bought I read already used So I think it's better to give it through the apps and it's more private that way and that person doesn't feel exposed;
T1_A07;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q7_Athlete;No, I don't think it would make me feel any different since a gear is a gear it's always be used.;
T1_A07;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q8_Athlete;person I don't know - use app, I know - training;
T1_A07;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q9_Athlete;I would think it's kind of unfair since you give, and the other person doesn't give anything back to the community, and it makes it Kind of unfair to the others if you use your product, like your old stuff, and you just throw them away instead of giving them away to your friends and other teammates;
T1_A07;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q10_Athlete;I've sold a lot of my old stuff, and I still do;
T1_A07;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q11_Athlete;No, actually not;
T1_A07;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q12_Athlete;I mean, if it gets internationally, it would be amazing since kids in other countries might not be able to afford it. By this, they can afford it. It's complete freedom. Then it makes me feel better to know someone else can play football;
T1_A07;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q13_Athlete;Yes, it has worked with other Apps where you give out second hand and sell them for money. So I'm very sure this would work, too. Like, maybe getting scammed in the future could go wrong.;
T1_A08;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q1_Athlete;Good.;
T1_A08;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q2_Athlete;It feels like a reward if I come to training, then I get something out of it. Yeah, of course it motivates me;
T1_A08;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q3_Athlete;Yeah, of course.;
T1_A08;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q4_Athlete;Everything, shoes, clothes, if they need.;
T1_A08;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q5_Athlete;Everything. Everything is of good quality.;
T1_A08;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q6_Athlete;Yeah, everything. It doesn't matter, it doesn't matter. Anywhere is fine.;
T1_A08;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q7_Athlete;No, I mean, for me, it doesn't matter. If they really need the item, it's okay, they can take it.;
T1_A08;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q8_Athlete;or it doesn't matter, you know, everybody. For me, it's everybody.;
T1_A08;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q9_Athlete;I mean, it wouldn't be that great, they're not contributing to the rest of the people, they just want to have stuff, not give away.;
T1_A08;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q10_Athlete;I bought a shirt, pants, and Sports equipment;
T1_A08;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q11_Athlete;I don't think so, no;
T1_A08;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q12_Athlete;Of course, if we can help them, they can stay and play.;
T1_A08;T1;athlete;Uppsala Sirius U15;USR-U15;Football;2010;15;Male;Uppsala, Sweden;no;Q13_Athlete;Yeah, it could work. Communication is important, and I don't think it can be misused, maybe. I don't know. If they get the item and they get it, and they can play, then I think nothing can go wrong.;
T2_A01;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q1_Athlete;It sounds amazing,;
T2_A01;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q2_Athlete;Yeah, it feels like a great reward,;
T2_A01;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q3_Athlete;Sounds very good, yeah, of course;
T2_A01;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q4_Athlete;Shoes;
T2_A01;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q5_Athlete;Shoes;
T2_A01;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q6_Athlete;Through the app, it is convenient;
T2_A01;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q7_Athlete;Yeah, I would say you're kind of paying for them. But not really;
T2_A01;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q8_Athlete;It would be a little bit sketchy for changing/exchanging things with strangers, but I would trust them;
T2_A01;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q9_Athlete;It is not really fair, but I mean, the tokens are getting circulated, so that is fine;
T2_A01;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q10_Athlete;Yeah, Basketball shoes before;
T2_A01;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q11_Athlete;I don't know anyone personally, but I am aware of this problem. I see kids quitting because of the equipment;
T2_A01;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q12_Athlete;Yeah, of course;
T2_A01;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q13_Athlete;I think it would work, but you need a lot of users;
T2_A02;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q1_Athlete;It sounds like a really good way, you know, get free sports equipment through the app just by answering the questions.;
T2_A02;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q2_Athlete;Yes, very good reward;
T2_A02;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q3_Athlete;Yes, of course;
T2_A02;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q4_Athlete;Shoes and Headbands;
T2_A02;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q5_Athlete;Shoes and Headbands;
T2_A02;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q6_Athlete;App too;
T2_A02;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q7_Athlete;I think if you do it in person, it is more trustworthy, rather than sending it via package or something;
T2_A02;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q8_Athlete;I trust the app, so yes;
T2_A02;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q9_Athlete;The system works better if everybody posts different items;
T2_A02;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q10_Athlete;I personally have not, but I am hoping to start;
T2_A02;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q11_Athlete;I believe people quit sports because of that, and they don't really wanna talk about it.;
T2_A02;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q12_Athlete;Yeah, absolutely;
T2_A02;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q13_Athlete;It should have a lot of people to get a lot of items. If fewer people start using it;
T2_A03;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q1_Athlete;It's a good idea.;
T2_A03;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q2_Athlete;Yes, it feels like the reward;
T2_A03;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q3_Athlete;Yes, absolutely;
T2_A03;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q4_Athlete;Any training equipments;
T2_A03;T2;athlete;Uppsala Basketball Lions;UBL-P12;Basketball;2012;13;Male;Uppsala, Sweden;yes;Q5_Athlete;Any training equipments;
